Bedrooms,Bathrooms,LivingArea,Floors,Views,Condition,HouseArea,BasementArea,BuiltYear,PostalCode,SchoolsNearby,Price
3,2,2110,1.5,0,5,1220,890,1955,122063,3,285000
3,2.25,1940,2,0,3,1940,0,1989,122018,1,283748
3,2.25,1260,2,0,3,1020,240,2007,122034,3,282000
3,1,1280,1.5,0,3,1280,0,1942,122018,1,279900
4,2.75,2060,1,0,3,1210,850,1978,122039,1,275000
3,2.25,1660,2,0,3,1660,0,1996,122065,3,269950
4,1,1610,1,0,3,1610,0,1958,122053,2,269000
3,1,940,1,0,4,940,0,1942,122052,1,267000
3,2,1320,1,0,3,1320,0,1993,122035,3,265000
3,2.5,1640,2,0,3,1640,0,1991,122024,1,265000
4,2.5,1990,2,0,3,1990,0,1994,122062,3,264950
3,2.25,1570,1,0,3,1180,390,1991,122068,3,252000
3,2.25,1960,1,0,3,1490,470,1984,122018,1,250000
3,1,1640,2,0,3,1640,0,1975,122055,3,250000
2,1,1130,1,0,4,1130,0,1954,122066,1,239000
2,1,1010,1,0,3,1010,0,1941,122059,1,235000
3,1,970,1,0,3,970,0,1968,122051,2,226000
3,1.5,1440,1,0,3,1440,0,1977,122051,3,224000
4,1.75,1660,1,0,3,1010,650,1952,122056,1,220000
3,2,1800,1,0,3,1800,0,1989,122023,2,205000
2,1,770,1,0,3,770,0,1913,122021,2,203700
2,1,930,1,0,4,930,0,1938,122056,3,200000
2,1,820,1,0,4,820,0,1923,122068,1,185000
3,2.5,1660,2,0,3,1660,0,1983,122035,1,165000
4,2.25,2860,2,3,3,2130,730,1933,122032,3,1300000
4,2.5,2650,2,0,3,2650,0,1994,122005,1,728000
4,3,2190,1,0,3,1520,670,1989,122033,3,625000
3,1.75,1670,1,0,4,1670,0,1957,122049,2,620000
3,3,2330,2,0,3,1920,410,2004,122059,2,453000
4,2.5,2245,2,0,3,2245,0,2014,122024,2,362865
2,2,1340,1,0,3,1340,0,1992,122068,2,230000
3,1.75,1760,1,0,3,1160,600,1966,122054,3,410000
4,2.5,1820,1,0,4,1220,600,1975,122046,1,325000
3,3,3920,2,4,4,3920,0,1996,122057,1,3100000
3,2,3570,1,1,3,2070,1500,1946,122071,2,2200000
4,4,4920,2,0,3,4280,640,2012,122045,3,1410000
5,2.75,2410,2,2,3,2290,120,1968,122057,3,1320000
4,4,4320,2,0,3,3190,1130,2006,122012,2,1050000
4,3.25,3320,3,0,3,2950,370,2008,122028,2,1000000
5,3,3350,2,0,5,2180,1170,1912,122028,1,1000000
4,1.5,3120,1,3,3,1660,1460,1956,122032,3,976000
4,2.5,3780,2,0,3,3780,0,1997,122027,3,962800
3,2.5,3140,2,0,3,2500,640,2001,122005,2,915000
3,2.25,2180,1,0,4,1660,520,1966,122057,1,910000
3,2.5,2850,1,1,3,1680,1170,1952,122014,3,900000
3,2,2520,1,0,5,1270,1250,1931,122004,1,861000
5,3.5,3150,2,0,3,2460,690,1911,122006,2,850000
4,2.75,4010,2,0,3,4010,0,2004,122024,3,849000
4,2.5,2120,1,0,4,1500,620,1979,122027,3,828000
4,2.5,3170,3,0,3,3170,0,2008,122033,2,820000
4,2.5,2840,1,2,5,1420,1420,1952,122051,2,814000
2,2.5,2510,2,0,3,2510,0,1943,122005,2,811000
4,1.5,2220,1.5,0,3,1970,250,1925,122004,3,785000
3,1.75,1640,1.5,0,4,1640,0,1946,122048,3,775000
4,2.25,2360,2,0,4,2360,0,1974,122010,1,752500
4,2.75,3280,2,0,3,3280,0,2003,122005,3,734500
4,3,3150,2,0,3,3150,0,2001,122020,1,727000
3,1.75,2430,1,1,5,1620,810,1949,122007,3,710000
4,2.5,2630,1,0,4,1700,930,1977,122049,3,710000
3,3,2260,2,0,3,1660,600,2002,122044,3,660000
3,2.5,2560,2,0,3,2560,0,2002,122037,3,619000
4,2,2140,2,0,3,1840,300,1945,122006,3,615750
2,1,1390,1,0,4,1010,380,1913,122003,1,608000
3,2.5,2960,2,0,3,2960,0,1979,122031,1,605000
4,2.5,2030,1,0,3,1330,700,1985,122006,2,598000
4,2,2120,1.5,0,4,1720,400,1927,122007,2,597000
5,2,3930,1.5,0,4,3070,860,1968,122029,3,589000
3,1.5,1670,1.5,0,4,1670,0,1912,122007,2,585000
4,3.5,1460,3,0,3,1460,0,2008,122006,2,580000
4,1,1350,1.5,0,3,1350,0,1930,122007,1,571000
3,2,1830,1.5,0,5,1290,540,1909,122009,2,554000
3,1.75,1380,1,0,4,860,520,1925,122007,2,535000
5,1.75,2120,1,0,3,1200,920,1959,122029,1,534000
4,2.5,2690,2,0,3,2690,0,1980,122024,1,530000
3,2.5,2480,2,0,3,2480,0,1992,122021,2,530000
4,2,1720,1,0,4,860,860,1949,122006,1,525000
3,1.75,1750,1.5,0,4,1230,520,1929,122007,3,524950
2,2,1600,1,0,4,800,800,1950,122009,1,523500
3,2.25,1920,1,0,3,1920,0,1972,122027,3,515000
3,2.25,1500,3,0,3,1500,0,2007,122028,1,513000
3,2.5,2270,2,0,3,2270,0,2003,122008,3,507250
2,1,960,1,0,4,960,0,1900,122026,1,500000
4,2.25,1960,2,0,3,1960,0,1984,122019,3,500000
2,2.5,1320,2,0,3,990,330,2014,122026,1,499000
3,2.5,2100,2,0,3,2100,0,2006,122059,3,477000
3,1.5,1740,1,0,4,1740,0,1955,122030,1,472000
4,2.75,2190,2,0,3,2190,0,2004,122021,1,465000
3,1.75,1440,1,0,3,1440,0,1980,122005,2,460000
2,1.5,1170,3,0,3,1170,0,2003,122028,1,459500
3,2,1430,1,0,4,1430,0,1964,122033,1,453000
4,1.5,1620,1.5,0,3,1620,0,1955,122022,3,451000
3,1.75,1360,1,0,4,1360,0,1957,122029,3,450000
4,2.5,2300,1,0,4,1190,1110,1961,122058,1,440000
2,1.75,1210,1,0,5,910,300,1906,122007,3,439950
3,2,1490,1,0,5,770,720,1912,122054,1,438500
3,2.25,1570,1,0,4,1200,370,1983,122033,3,425000
3,1.75,1580,1.5,0,5,1580,0,1947,122022,2,402000
4,2.5,2650,2,0,4,2650,0,1993,122035,1,397450
3,1,1090,1,0,4,790,300,1945,122064,2,392000
2,1,1120,1,1,3,1120,0,1947,122050,2,380000
1,1,950,1.5,0,3,950,0,1929,122006,2,377000
3,1.5,1330,1,0,3,1330,0,1976,122017,1,374000
4,3,2130,1.5,0,4,2130,0,1930,122042,1,370000
3,2.75,2120,1,0,4,2120,0,1958,122053,2,370000
3,2.5,2313,2,0,3,2313,0,2011,122065,2,370000
4,2.5,1800,1,0,5,1080,720,1979,122051,2,365000
4,1.75,3730,1,0,4,2150,1580,1974,122068,1,360000
2,2,1180,1,1,4,590,590,1945,122016,3,360000
3,1,1150,1,0,3,1150,0,1955,122038,2,358000
4,2,2060,1,2,4,2060,0,1957,122031,1,350000
4,2.5,2000,2,0,3,2000,0,2005,122046,2,349950
3,2.5,2140,2,0,3,2140,0,1991,122043,3,349950
3,1.75,1260,1,0,4,1260,0,1969,122033,1,349500
4,2.5,2370,2,0,3,2370,0,1999,122040,1,338000
3,2,2440,1,0,3,1640,800,1933,122060,3,338000
4,2.5,2370,2,0,3,2370,0,2001,122065,3,335000
4,2.25,2430,2,0,3,2430,0,1983,122046,2,330000
4,2.5,2510,2,0,4,2510,0,1991,122018,1,330000
3,1,1130,1.5,0,4,1130,0,1942,122038,2,316000
4,2.5,2280,2,0,3,2280,0,2006,122024,2,305000
3,2.5,1750,2,0,3,1750,0,2005,122024,1,300000
2,1,860,1,0,3,860,0,1948,122014,3,298800
3,1.75,1500,1,0,3,1500,0,1925,122069,3,295000
3,2.25,1500,1,0,4,1210,290,1968,122042,2,290000
3,1.5,1310,1,0,3,1310,0,1965,122033,3,290000
2,1.5,1020,3,0,3,1020,0,2008,122028,2,290000
3,2.25,2200,2,0,3,2200,0,1988,122023,2,285167
4,1.5,1930,1,0,5,1930,0,1946,122043,3,270000
3,1.75,1480,1,0,3,980,500,1980,122066,1,268000
1,1,800,1,0,4,800,0,1919,122059,1,267000
4,2,1540,1.5,0,5,1540,0,1948,122068,1,259950
4,2.5,2600,1.5,0,3,1570,1030,1961,122040,3,252500
3,1.5,1800,1,0,4,1800,0,1950,122039,2,237000
3,1.5,1380,1,0,4,790,590,1971,122040,2,235500
3,1,1210,1,0,3,1210,0,1930,122063,3,235000
3,1.75,1900,2,0,4,1900,0,1988,122023,1,229950
3,2.5,1750,1,0,4,1180,570,1979,122035,1,225000
3,1,1220,1,0,4,1220,0,1968,122072,1,213500
3,1,1000,1,0,4,1000,0,1968,122035,1,204000
3,1.5,1190,1,0,3,1190,0,1956,122052,1,195000
3,1.5,1630,1,0,3,1630,0,1970,122066,1,165000
1,0.75,480,1,0,2,480,0,1948,122052,2,145000
4,4,4810,2,3,3,4810,0,2007,122048,2,3200000
3,2.75,3050,1,4,3,2330,720,1968,122057,1,2000000
4,3,3600,2,0,4,3600,0,1959,122048,2,1700000
4,3.25,3820,2,0,3,3820,0,2005,122048,3,1620000
4,3.75,3880,2.5,0,3,3880,0,2007,122011,2,1060000
4,3,3560,3,2,3,2970,590,1996,122047,3,1050000
5,4.5,4130,2,0,3,4130,0,2004,122011,1,998000
4,2.75,3140,2,1,3,3140,0,2006,122033,3,920000
3,2.5,2040,1,0,3,1840,200,1951,122061,2,872500
4,2.5,3370,2,0,3,3370,0,1999,122020,1,806000
4,2.5,3160,2,1,3,2250,910,1992,122027,3,805000
4,2,2130,1,0,5,1070,1060,1922,122028,2,800000
4,2.25,2580,2,0,4,2580,0,1977,122057,1,787888
3,1.75,2320,1,2,4,1420,900,1957,122032,1,779000
4,2.5,3150,2,0,3,3150,0,2005,122005,2,762500
4,2.5,2730,2,0,3,2730,0,1991,122027,2,756000
4,2,1960,1,0,3,960,1000,1922,122009,1,745000
6,2.25,3140,1,0,4,1570,1570,1959,122049,2,740000
3,3.25,2960,2,0,3,2960,0,1989,122017,2,735000
4,3.5,3490,2,0,3,3490,0,2001,122024,1,728000
3,2,2880,1.5,0,4,2080,800,1926,122007,2,660000
5,2.5,2530,1,0,4,1290,1240,1960,122029,3,657000
3,2.5,2790,2,0,3,2790,0,2002,122020,3,650000
4,3.5,3080,2,0,3,3080,0,2008,122055,1,637000
3,1,1360,1,0,5,1360,0,1945,122062,3,630000
3,2,1940,1,0,4,1050,890,1927,122006,3,627000
4,2.75,3470,2,0,3,2070,1400,1993,122055,1,598600
3,2,1530,1,0,4,1530,0,1984,122010,3,595000
3,2.5,1750,2,0,4,1750,0,1991,122010,2,575000
4,2.5,3230,2,0,3,3230,0,2012,122008,3,569950
3,2.5,1940,2,0,3,1940,0,2009,122012,1,555000
5,1,2150,1.5,0,3,2150,0,1900,122008,3,550000
4,2.5,2470,2,0,3,2470,0,2013,122058,2,550000
3,2,1560,1,0,5,1150,410,1915,122028,1,549000
3,2,2040,1,1,5,1120,920,1954,122054,1,535000
3,2.5,2340,1,0,3,2340,0,1986,122024,2,525000
4,2.5,2900,2,0,3,2900,0,2004,122058,1,520000
4,2.5,2320,1.5,0,5,1510,810,1905,122044,2,518000
4,2.5,2890,2,0,3,2890,0,2003,122036,1,515000
2,2.25,1570,2,0,3,1280,290,2015,122032,3,500000
4,2.25,2350,1.5,0,4,2350,0,1972,122017,1,500000
4,2.5,2040,2,0,3,2040,0,1998,122038,1,500000
2,1.75,1810,2,0,3,1810,0,2004,122045,3,489000
2,1,1030,1,2,4,790,240,1918,122028,3,480000
4,2.25,2520,2,0,3,1690,830,1908,122044,2,480000
5,2.5,2080,1,0,4,1460,620,1975,122033,1,474950
4,2.75,2150,1,0,4,1220,930,1979,122017,3,470000
4,2,1560,1,0,4,960,600,1924,122007,2,459000
2,1,910,1,0,4,910,0,1914,122007,2,450000
3,1.75,1300,2,1,4,1300,0,1912,122016,3,448500
3,2.75,2180,2,0,3,2180,0,2004,122017,2,445000
4,1,1780,1.5,0,3,1780,0,1922,122028,3,440000
4,3,2010,2,0,3,2010,0,1973,122017,3,434000
2,2,1390,1,0,3,970,420,1959,122014,2,431000
4,1.75,1710,1,0,3,1710,0,1983,122014,3,430000
3,1.5,1550,2,0,4,1550,0,1922,122050,1,430000
4,2.5,2750,2,0,3,2750,0,2011,122055,1,430000
2,1,1430,1.5,0,3,1230,200,1921,122010,2,425000
3,1.5,1390,1,0,4,1390,0,1956,122029,1,425000
2,1,820,1,2,5,820,0,1922,122064,3,420000
4,2.5,2480,2,0,3,2480,0,2001,122039,2,420000
3,2.25,2020,2,0,3,2020,0,1995,122041,2,420000
3,2.5,1570,2,0,3,1570,0,2014,122008,2,417000
3,1.5,1260,1,0,3,870,390,1941,122006,3,414900
4,2.5,3490,1.5,0,4,3490,0,1969,122018,1,414000
3,2,1740,1,0,4,1740,0,1952,122031,2,410000
3,2.5,1509,3,0,3,1509,0,2014,122038,3,401500
3,1.75,1330,1,0,3,1330,0,1960,122027,2,400000
3,1.75,1730,1,0,3,1730,0,1961,122022,2,400000
3,1,1470,1,0,3,1070,400,1950,122050,2,399950
3,3,2240,2,0,4,1710,530,1950,122034,2,399000
2,2.5,1860,2,0,3,1860,0,2000,122058,2,380000
2,1.5,1010,2,0,3,1010,0,1984,122003,3,370000
3,2.5,2850,2,0,3,2850,0,1997,122018,2,364988
4,1.75,1850,1,0,3,1850,0,1954,122006,2,352000
2,1.5,2060,1,0,3,1190,870,1924,122034,1,348140
3,3.25,1600,2,0,3,1360,240,2000,122038,1,345000
5,2,2130,1,0,3,1440,690,1946,122014,3,344000
4,2.5,2520,2,0,3,2520,0,1987,122040,1,335000
3,1,1590,1,1,3,1090,500,1954,122043,2,325000
3,2,1820,1,0,5,1820,0,1972,122015,1,320000
3,2.25,1358,3,0,3,1358,0,2007,122038,1,317000
3,1.75,1870,1,0,3,990,880,1977,122046,2,315500
3,2.5,2370,2,0,3,2370,0,1994,122040,2,310000
5,2.25,1980,1,0,4,1260,720,1962,122043,3,307700
3,2,1390,1,0,3,1390,0,1990,122042,1,297950
3,1.75,1550,1,0,3,830,720,1945,122034,1,294010
3,1,1010,1,0,4,1010,0,1972,122025,1,290000
3,2.5,2110,1,0,4,2110,0,1985,122065,3,289000
3,2.5,1610,2,0,4,1610,0,1993,122024,1,282000
3,2.25,1760,1,0,3,1160,600,1986,122070,1,270000
3,2,1640,1,0,4,1640,0,1991,122024,3,269500
3,2.5,1700,2,0,3,1700,0,2014,122056,1,268000
3,1.75,1420,1,0,3,1420,0,1954,122038,2,265000
4,2.25,2300,1,0,3,1280,1020,1977,122046,2,265000
3,1.75,1630,1.5,0,4,1630,0,1985,122043,1,265000
3,1,1790,1,0,3,1790,0,1951,122067,3,260000
3,2,1300,1,0,5,1300,0,1981,122063,2,257500
2,1,1610,1,0,3,1610,0,1952,122056,3,255000
4,2,2180,1,0,5,1170,1010,1977,122024,1,254950
2,1,910,1,0,3,910,0,1943,122051,2,254000
3,2.25,1740,1,0,3,910,830,1981,122067,2,252000
3,2,1300,1,0,4,1300,0,1967,122043,1,251000
3,2.25,1560,2,0,3,1560,0,1997,122056,3,250000
3,2.5,2070,2,0,4,2070,0,1990,122072,2,250000
3,1.75,1520,1,0,3,1520,0,1966,122018,1,240000
2,1,820,1,0,4,820,0,1954,122053,2,235000
2,1,910,1,0,3,910,0,1936,122022,1,235000
2,1,2150,1.5,0,3,1260,890,1917,122051,3,235000
3,1,880,1,0,3,880,0,1978,122043,1,230000
2,1,860,1,0,4,860,0,1942,122056,1,216000
4,1.75,1250,1,0,4,1250,0,1971,122018,2,212000
3,1,1080,1,0,4,1080,0,1962,122018,3,207000
3,1,1370,1,0,3,1370,0,1969,122039,1,205000
2,0.75,1130,1,0,3,1130,0,1956,122070,2,204950
2,1,600,1,0,5,600,0,1922,122056,2,174000
1,1,610,1,0,3,610,0,1922,122042,2,126000
4,3.5,4285,2,1,5,3485,800,1946,122032,2,1650000
4,3,3050,2,0,4,2330,720,1926,122047,3,1480000
4,3.75,3830,2,0,4,3830,0,1990,122037,2,1250000
4,3.5,4560,1,3,3,2230,2330,1995,122027,1,1200000
4,3,3410,2,2,3,2680,730,2007,122064,3,1090000
4,3.5,4210,2,3,3,3260,950,2014,122020,2,1050000
3,2.5,3400,2,0,3,2300,1100,2014,122006,3,1050000
4,3.75,4133,2,0,3,4133,0,2000,122055,1,979500
3,2.5,2830,3,0,3,2830,0,2014,122007,1,969950
5,3.25,3250,2,4,4,3250,0,1968,122029,3,951000
3,2,2250,2,0,4,1880,370,1905,122047,2,950000
3,2.5,3080,2,2,3,3080,0,2000,122032,1,950000
4,3.5,3510,2,0,3,3510,0,2001,122015,3,935000
4,3.5,2980,2,0,3,2340,640,2008,122006,3,905000
5,3,4350,2,0,3,2950,1400,1972,122049,1,900000
2,1,1150,1,4,4,1150,0,1908,122063,3,825000
3,2.5,2550,1,3,5,1750,800,1957,122007,1,808000
4,2.75,3640,1.5,0,3,3640,0,1999,122012,2,780000
2,2.5,2170,1,0,3,2170,0,2012,122045,3,765000
4,1.75,2530,1.5,2,5,2070,460,1917,122028,3,720000
4,2.25,2480,1,0,4,1900,580,1975,122005,2,716000
3,2.5,2740,2,1,4,1510,1230,1977,122057,3,699000
3,2.5,2680,2,0,3,2680,0,2001,122005,3,699000
2,1.75,1570,3,0,3,1570,0,2007,122048,3,695000
3,2.25,2430,1,0,4,1430,1000,1978,122027,1,690000
2,1.5,1995,1.5,1,4,1995,0,1991,122069,2,645000
3,2.5,2220,3,2,3,2220,0,1990,122007,2,641250
4,1.75,2020,1,0,3,2020,0,1969,122062,2,640000
5,2.5,2260,1,0,3,1520,740,1967,122029,1,632000
3,2.5,2330,2,0,3,2330,0,2003,122009,3,625000
3,2.5,2260,1.5,0,4,1380,880,1928,122064,2,622500
4,2.5,2120,2,0,3,2120,0,2005,122011,3,599000
3,2.5,2400,2,0,3,2400,0,1985,122025,3,592000
3,2.75,2200,2,0,3,2200,0,2002,122019,1,572000
4,2.5,2280,2,0,3,2280,0,2003,122020,2,565000
4,2,2560,1,0,5,1280,1280,1957,122038,2,552625
5,3.75,3090,2,0,3,3090,0,2010,122046,3,551000
4,2.25,2390,1,0,4,2390,0,1969,122021,2,545000
5,2.5,3100,2,0,3,3100,0,2002,122055,2,540000
4,2,1560,1.5,0,3,1140,420,1945,122004,3,537000
4,2.5,2710,1,0,3,1700,1010,1968,122014,2,535000
4,2.75,2210,1,0,4,1170,1040,1997,122019,3,516000
3,2.25,1640,1,0,4,1640,0,1962,122027,3,515000
4,2,2100,1,0,4,2100,0,1972,122033,2,500000
3,1.75,2130,1,0,3,1720,410,1959,122022,2,495500
3,2.25,2100,2,0,3,2100,0,1983,122019,1,492000
3,2.25,2550,1,4,3,2550,0,1989,122017,1,490000
3,2.5,2120,2,0,3,2120,0,1988,122017,2,475226
5,1.75,2030,2,0,4,2030,0,1942,122005,3,470000
4,2,2180,2,0,4,2180,0,1977,122041,3,470000
4,2.5,3030,1,0,3,1660,1370,1980,122012,2,465000
4,1.75,2100,1,0,5,1280,820,1959,122038,2,457000
4,3,1890,1,0,4,1270,620,1967,122012,1,450000
4,3,2800,2,0,3,2800,0,2003,122024,1,449950
4,2.5,2170,2,0,3,1630,540,2008,122034,3,445000
4,1.75,1620,1,0,3,1620,0,1974,122005,2,442200
2,1,1120,1.5,0,4,1120,0,1972,122062,2,435000
3,2,1720,1,0,3,1720,0,1994,122012,2,427000
3,2,2330,1.5,0,3,1600,730,1934,122052,1,420000
3,2,1250,3,0,3,1250,0,2001,122026,3,418000
3,1,1220,1,0,3,1220,0,1963,122029,3,405000
3,3.25,1770,3,0,3,1770,0,2001,122022,2,401000
3,2.25,1350,2,0,3,1050,300,2007,122054,3,388500
3,2.5,2370,2,0,3,2370,0,2014,122024,1,387865
4,2.5,2270,1,0,3,1540,730,1967,122033,1,380000
1,1,1090,1,0,3,980,110,1927,122007,1,375000
4,2.25,2330,1,0,4,2330,0,1974,122046,2,375000
3,1.75,1150,1.5,0,4,1150,0,1970,122010,3,370000
3,2.5,2200,2,0,3,2200,0,1987,122067,3,365000
3,2.25,2430,1.5,0,3,1900,530,1979,122053,3,365000
4,2.5,2800,2,0,4,2800,0,1997,122035,3,365000
3,2.5,2280,2,0,3,2280,0,1994,122024,2,364250
3,3,1850,1,0,3,1230,620,1981,122058,1,355000
3,1.75,2040,1,0,3,1470,570,1958,122038,3,355000
3,1.75,1360,1,0,3,1360,0,1983,122025,1,350000
4,2,1570,1,0,3,1120,450,1959,122017,1,342000
3,1.75,1540,1,0,3,1540,0,1977,122036,2,340000
4,1,1360,1.5,0,4,1360,0,1949,122014,1,329950
3,2.5,1780,2,0,3,1780,0,1988,122024,3,309000
3,2.5,1590,2,0,3,1590,0,2000,122055,2,300000
3,1,1300,1,0,3,1300,0,1927,122034,3,300000
3,1.75,1430,1,0,3,930,500,1978,122059,2,284000
3,1,860,1,0,3,860,0,1920,122031,2,278000
3,1,1140,1,0,3,1140,0,1956,122014,3,277000
3,2.25,2160,2,0,3,2160,0,1994,122068,3,277000
3,1.75,1300,1,0,3,1300,0,1962,122036,2,275000
3,1.75,1260,1,0,3,840,420,1947,122014,3,270000
3,2.25,1140,2,0,3,850,290,2008,122064,3,268500
3,2.75,1880,2,0,3,1810,70,2001,122059,3,268000
5,2.25,2600,1.5,0,4,2600,0,1969,122023,2,265000
3,1,1250,1,0,3,1250,0,1970,122045,1,259875
3,1,1240,1.5,0,5,1240,0,1953,122053,1,238000
2,1,880,1,0,5,880,0,1955,122063,2,235000
4,2.5,1820,1,0,3,1120,700,1987,122039,1,234000
3,1.75,1260,1,0,4,1260,0,1964,122015,1,230000
3,2,1320,1,0,3,1320,0,1986,122018,1,225000
4,1,1410,1.5,0,3,1410,0,1963,122066,1,225000
3,1.5,1060,1,0,4,1060,0,1955,122040,1,212000
4,2,1710,1.5,0,3,1710,0,1970,122067,2,211000
3,1,1730,1,0,3,1430,300,1963,122039,3,210000
3,1.75,1490,1,0,4,1200,290,1978,122023,2,203000
4,1,1470,1.5,0,3,1470,0,1945,122056,1,150550
5,3.5,4330,1,4,3,2090,2240,2008,122048,3,3170000
5,4.5,6085,3,0,3,6085,0,2000,122041,2,1610000
2,2.5,2720,1,3,3,2160,560,1953,122051,1,1440000
6,5.25,6160,2,0,3,4040,2120,2007,122019,3,1280000
4,3.25,3850,2,3,3,3180,670,1989,122019,3,1200000
3,2.5,2550,2,0,3,2550,0,2014,122006,1,1100000
2,2.25,3900,1,3,3,1950,1950,1947,122054,2,1070000
2,2,1600,1,0,3,1600,0,1950,122021,1,995000
5,3.25,4130,2,0,3,4130,0,2012,122019,2,995000
4,2.5,2950,2,0,3,2950,0,2012,122032,2,921800
5,2.5,2750,1.5,0,5,1840,910,1910,122047,3,915000
4,2.5,3400,2,0,4,3400,0,1988,122005,3,915000
3,2.75,3240,1,2,3,1620,1620,1960,122051,2,902000
3,2.5,3530,2,0,3,3530,0,1997,122027,3,898000
4,2.5,4090,2,0,3,4090,0,2005,122020,2,885000
4,3.75,3610,3,0,3,3290,320,1994,122007,2,830005
2,2.5,2170,1,0,3,2170,0,2008,122045,3,740000
3,2,1780,1,0,3,1780,0,1967,122057,3,710000
2,2.5,2130,1,0,5,1330,800,1972,122032,2,707000
2,2.5,2380,1,0,3,2380,0,2010,122045,3,699800
4,2.5,3030,2,0,4,3030,0,1981,122021,3,682000
5,2.5,2960,1,0,4,1640,1320,1965,122029,3,654000
3,1,1300,1,0,4,1300,0,1953,122048,1,650000
3,2.5,2790,1,0,5,1650,1140,1953,122012,3,640000
4,2.5,2840,2,0,3,2840,0,2013,122053,3,636230
3,2.5,2000,1,0,5,1040,960,1981,122009,3,625000
2,1.75,1620,1,0,3,1040,580,1924,122009,2,577000
4,2.75,2990,2,0,3,2990,0,2014,122058,3,564950
3,1.75,1650,1.5,0,3,1650,0,1901,122013,3,550000
4,2.25,2170,1,0,3,1420,750,1975,122029,3,546800
4,1.75,1940,1,0,4,1560,380,1956,122033,2,545000
3,1.75,1410,1.5,0,4,1410,0,1927,122004,1,541000
3,2,1770,1,0,4,1770,0,1967,122010,2,514000
3,2.25,2210,1,0,4,1510,700,1958,122014,3,507000
4,2,2730,1,0,4,1410,1320,1998,122014,1,505000
4,2.5,2430,1,0,3,1450,980,1989,122041,2,490000
3,2.25,1620,3,0,3,1620,0,2014,122044,2,490000
3,1.75,1870,2,0,3,1870,0,1978,122041,2,475000
3,2,1870,1.5,0,5,1060,810,1927,122007,2,456000
4,2.75,3030,1,0,4,1680,1350,1959,122035,2,455000
3,1.75,1540,1,0,3,1540,0,1967,122058,1,450000
3,1.75,1570,1,0,4,1570,0,1959,122038,1,439995
3,1.75,1250,1,0,3,1250,0,1965,122029,3,439000
3,3,1520,3,0,3,1520,0,2009,122022,3,399000
2,2,1170,1,0,3,1170,0,1941,122006,2,393820
2,1,1270,1,0,4,1270,0,1941,122022,2,390000
3,1.75,1400,1,0,4,1400,0,1962,122012,1,389000
5,2.5,2760,2,0,4,2760,0,1978,122015,1,380000
5,1.5,2050,1,0,3,1520,530,1968,122042,2,375000
3,2.5,2490,2,0,3,2490,0,2005,122035,1,370000
4,1,1540,1.5,0,4,1540,0,1961,122033,1,370000
3,1.75,1830,2,0,4,1830,0,1913,122055,2,360000
5,2.5,2990,2,0,3,2990,0,2015,122038,2,357000
3,1.75,1720,1,0,3,860,860,1957,122052,2,340000
5,2.75,2166,2,0,3,2166,0,2013,122035,3,326000
3,2.5,1980,2,0,3,1980,0,2012,122035,2,317750
4,1.75,2080,1,0,4,1330,750,1967,122066,1,300000
3,1.75,1810,1,0,3,1230,580,1980,122066,2,299500
4,3,2120,2,0,3,2120,0,1964,122030,2,295000
3,1.75,1260,1,0,3,1260,0,1954,122060,2,289000
2,1,610,1,0,4,610,0,1918,122016,1,286000
3,1.75,1020,1,0,5,1020,0,1954,122051,1,285000
2,1,1000,1,0,3,1000,0,1943,122034,1,270000
3,2.5,1870,2,0,3,1870,0,2009,122035,1,270000
4,2.5,1820,2,0,3,1820,0,2004,122065,3,265000
3,1.5,1300,1,0,3,1300,0,1968,122042,2,263000
3,2,1610,2,0,3,1610,0,1933,122058,1,259000
3,2.25,1730,1,0,3,1180,550,1978,122065,3,257000
3,1.5,1490,1,0,4,1490,0,1918,122031,1,255000
3,1.5,1180,1,0,5,1180,0,1959,122066,2,250200
3,2.5,1650,2,0,3,1650,0,2004,122042,2,250000
2,2,1360,2,0,3,1360,0,2004,122024,2,222000
4,1.5,1430,1,0,3,1030,400,1979,122018,3,215000
2,1,1000,1,0,3,1000,0,1916,122042,2,207100
4,1,1220,1,0,4,1220,0,1960,122039,1,199000
3,1,1010,1,0,3,1010,0,1977,122035,3,179900
2,1,670,1,0,4,670,0,1948,122034,1,107000
3,1.5,910,1,0,3,910,0,1973,122034,1,107000
4,3.5,4860,2,0,3,4860,0,1996,122071,2,2950000
4,2.25,2920,1,0,4,2920,0,1966,122048,1,1650000
4,2.5,4070,3,0,4,3390,680,2002,122006,2,1400000
4,3.5,4190,2,2,3,4190,0,1994,122012,3,1160000
3,1.75,2170,1,0,5,2170,0,1965,122010,1,907000
3,2,2870,1.5,1,4,1790,1080,1946,122006,1,810000
3,2.5,2760,1,2,3,1760,1000,1956,122006,3,800000
6,2.5,3250,1,1,3,1800,1450,1966,122006,1,779000
4,2.75,3630,1,2,4,1850,1780,1968,122057,3,769000
3,2.5,2270,2,0,3,2270,0,1988,122005,1,766000
4,2.5,2460,2,0,3,2460,0,2006,122005,3,693000
5,2.25,2120,1.5,0,4,1720,400,1910,122061,3,682000
5,3,4180,2,0,3,4180,0,2003,122045,2,673200
4,2.5,2470,1,0,4,2470,0,1987,122020,1,635000
3,1.75,2170,1,0,3,2170,0,1976,122035,3,585000
3,3,1850,2,0,3,1850,0,1976,122019,2,565000
